,gender,age,education,activity_work,educational_level,voted,party,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,ppltrst,pplfair,pplhlp,atchctr,atcherp
17741,Female,28,14.0,1,highly_educated,1,Democrats '66,7,8,8,6,7,5,5,4,6,2,7,7
17742,Female,57,10.0,1,mid_educated,1,Green Left,7,9,8,7,6,7,8,9,9,8,9,9
17743,Male,24,12.0,9,highly_educated,1,Party for Freedom,7,9,7,3,3,5,7,6,8,5,9,6
17744,Female,53,14.0,1,highly_educated,1,Labour Party,7,8,8,5,6,6,7,6,7,6,6,5
17745,Female,41,16.0,1,highly_educated,1,Party for the Animals,2,4,6,1,3,3,5,7,7,4,4,4
17746,Male,49,16.0,1,highly_educated,1,Party for the Animals,6,7,7,6,6,5,5,8,8,5,7,6
17747,Male,40,8.0,1,mid_educated,1,Don't know*,5,9,8,7,6,7,7,7,7,5,8,6
17748,Male,56,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,9,10,9,7,7,6,8,8,8,6,8,5
17749,Female,53,14.0,1,highly_educated,1,Christian Union,6,8,7,6,6,5,6,6,8,8,8,7
17750,Female,67,3.0,8,lower_educated,1,Christian Union,5,7,7,7,6,5,6,8,8,5,9,8
17751,Female,68,6.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,7,7,6,6,4,7,7,9,3,9,7
17752,Male,73,17.0,6,highly_educated,1,Volt,5,9,8,3,3,3,6,3,8,4,9,4
17753,Female,18,7.0,1,mid_educated,3,Not applicable*,5,77,88,5,88,88,5,6,5,3,8,7
17754,Male,68,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,7,6,8,6,6,6,7,6,8,7,8,7
17755,Female,46,10.0,1,mid_educated,1,Party for Freedom,0,7,8,2,2,5,2,0,3,5,7,8
17756,Male,54,10.0,8,mid_educated,1,JA21,4,5,7,4,5,3,7,8,7,7,8,7
17757,Male,24,14.0,2,highly_educated,1,Volt,8,7,8,7,7,7,7,7,8,7,8,8
17758,Female,59,16.0,1,highly_educated,1,Democrats '66,8,9,9,6,7,7,8,9,8,7,8,9
17759,Male,23,14.0,1,highly_educated,1,Democrats '66,8,8,9,8,7,8,7,7,8,7,7,5
17760,Female,80,3.0,6,lower_educated,1,Socialist Party,5,5,7,5,6,5,4,8,8,6,8,6
17761,Male,65,16.0,1,highly_educated,1,Green Left,6,8,8,6,6,5,3,88,88,7,6,5
17762,Female,46,15.0,1,highly_educated,1,Party for the Animals,7,8,8,5,4,5,7,9,8,8,10,6
17763,Male,21,9.0,1,mid_educated,1,Reformed Political Party,5,6,7,5,5,6,6,6,8,7,7,4
17764,Male,21,2.0,2,lower_educated,2,Not applicable*,7,8,8,5,6,7,7,5,7,6,7,9
17765,Male,64,13.0,4,highly_educated,1,Party for the Animals,8,9,9,8,7,8,8,8,8,8,8,7
17766,Male,59,9.0,9,mid_educated,1,Socialist Party,1,2,8,0,0,0,0,6,7,4,8,2
17767,Female,60,3.0,1,lower_educated,1,Christian Union,2,2,5,4,4,6,7,0,5,0,9,5
17768,Male,20,4.0,2,lower_educated,3,Not applicable*,6,6,6,5,5,7,7,6,6,7,6,5
17769,Male,32,16.0,1,highly_educated,1,Democrats '66,6,8,7,5,5,5,6,7,8,7,7,6
17770,Male,64,2.0,5,lower_educated,2,Not applicable*,8,8,9,6,9,9,9,7,5,8,0,3
17771,Male,81,4.0,6,lower_educated,1,Labour Party,6,7,7,7,6,6,8,7,7,8,8,9
17772,Female,81,3.0,6,lower_educated,1,Labour Party,3,6,9,0,6,0,7,6,7,7,10,6
17773,Female,22,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,8,8,8,7,7,6,5,6,8,5,6,6
17774,Male,62,10.0,1,mid_educated,1,Christian Democratic Appeal,4,8,9,5,5,3,7,5,7,7,9,4
17775,Female,40,13.0,1,highly_educated,1,BoerBurgerBeweging,5,6,7,5,4,2,4,7,7,6,6,7
17776,Female,55,17.0,1,highly_educated,1,Labour Party,7,7,6,5,5,5,7,5,6,5,9,8
17777,Male,43,15.0,1,highly_educated,1,Party for Freedom,7,7,8,4,4,3,5,4,7,7,10,2
17778,Female,54,14.0,3,highly_educated,1,Green Left,3,5,7,88,88,7,6,8,8,9,9,7
17779,Male,59,17.0,1,highly_educated,1,Labour Party,3,7,8,3,5,6,7,9,8,5,9,8
17780,Male,49,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,8,4,8,6,5,4,8,5,6,6,8,6
17781,Female,43,11.0,1,mid_educated,1,Party for Freedom,1,2,6,3,5,5,5,3,5,2,9,8
17782,Female,41,9.0,1,mid_educated,1,BoerBurgerBeweging,2,5,8,3,3,2,88,5,7,4,7,3
17783,Female,40,10.0,1,mid_educated,2,Not applicable*,5,5,5,5,5,5,5,5,5,5,7,7
17784,Male,77,3.0,9,lower_educated,1,BoerBurgerBeweging,4,8,7,5,3,3,6,7,7,6,6,4
17785,Female,47,4.0,5,lower_educated,1,People's Party for Freedom and Democracy,8,8,9,8,8,7,5,7,7,8,8,6
17786,Female,77,3.0,8,lower_educated,1,People's Party for Freedom and Democracy,5,8,8,4,4,88,88,6,8,6,9,7
17787,Female,74,10.0,6,mid_educated,1,Christian Democratic Appeal,5,6,6,5,5,6,7,6,7,7,5,5
17788,Female,50,17.0,3,highly_educated,1,Christian Democratic Appeal,10,10,9,8,8,8,7,8,7,3,7,8
17789,Female,20,13.0,2,highly_educated,1,People's Party for Freedom and Democracy,7,7,8,7,8,7,6,5,6,6,6,5
17790,Male,45,3.0,1,lower_educated,2,Not applicable*,7,1,3,5,6,6,0,4,9,0,5,5
17791,Female,54,3.0,1,lower_educated,1,Democrats '66,6,8,8,4,4,5,5,8,7,4,8,5
17792,Male,81,2.0,6,lower_educated,1,Labour Party,5,5,4,6,5,4,4,8,8,5,10,6
17793,Female,51,11.0,1,mid_educated,1,JA21,1,4,8,2,1,2,2,8,6,3,7,9
17794,Female,62,14.0,1,highly_educated,1,Party for the Animals,0,0,5,0,0,0,5,5,3,5,6,6
17795,Male,84,16.0,6,highly_educated,1,People's Party for Freedom and Democracy,6,7,7,7,6,7,6,7,6,5,8,6
17796,Female,62,14.0,1,highly_educated,1,Democrats '66,4,8,9,2,3,2,6,8,8,7,8,3
17797,Male,51,9.0,1,mid_educated,1,Christian Democratic Appeal,6,6,5,4,4,3,3,8,7,7,3,0
17798,Male,72,17.0,6,highly_educated,2,Not applicable*,6,6,9,5,4,5,6,7,8,6,7,5
17799,Male,67,16.0,1,highly_educated,1,Christian Democratic Appeal,3,8,8,3,3,3,3,2,6,4,8,5
17800,Female,64,2.0,1,lower_educated,1,DENK,5,5,5,5,7,7,5,8,10,10,8,8
17801,Female,56,14.0,8,highly_educated,1,Christian Democratic Appeal,7,8,8,6,7,5,88,7,6,6,7,5
17802,Male,20,9.0,1,mid_educated,2,Not applicable*,0,2,4,3,2,5,6,4,5,5,6,7
17803,Male,75,17.0,6,highly_educated,1,Labour Party,5,7,8,4,4,88,5,8,8,8,6,6
17804,Male,29,17.0,1,highly_educated,1,Volt,8,9,9,7,5,7,7,8,8,7,7,4
17805,Male,25,10.0,1,mid_educated,2,Not applicable*,5,5,7,6,5,5,5,5,5,6,6,3
17806,Female,62,3.0,1,lower_educated,1,Party for the Animals,4,6,7,6,6,6,6,7,7,7,6,6
17807,Male,79,14.0,6,highly_educated,1,Labour Party,6,8,7,5,4,5,7,7,7,8,6,7
17808,Male,19,6.0,2,mid_educated,3,Not applicable*,5,5,7,4,4,6,6,7,7,7,7,6
17809,Male,85,1.0,6,lower_educated,2,Not applicable*,5,4,8,5,4,88,88,6,4,3,10,5
17810,Male,54,9.0,1,mid_educated,1,Refusal*,3,8,9,4,5,88,7,2,5,5,6,6
17811,Female,54,8.0,1,mid_educated,1,Democrats '66,7,7,7,7,6,88,88,4,4,4,8,8
17812,Female,26,17.0,1,highly_educated,2,Not applicable*,2,5,7,3,3,3,4,3,7,4,2,2
17813,Female,44,10.0,8,mid_educated,1,Don't know*,6,6,6,6,6,5,5,6,7,4,6,4
17814,Male,69,13.0,6,highly_educated,1,Democrats '66,7,8,8,6,6,5,5,8,8,6,8,7
17815,Male,80,4.0,6,lower_educated,2,Not applicable*,3,0,8,0,0,0,5,8,9,4,6,0
17816,Female,39,16.0,1,highly_educated,1,Volt,6,5,7,6,6,6,6,7,7,6,8,7
17817,Female,47,14.0,1,highly_educated,1,Democrats '66,4,6,6,6,5,6,6,8,8,9,8,8
17818,Female,39,16.0,1,highly_educated,2,Not applicable*,4,7,7,5,3,88,5,6,6,3,6,3
17819,Female,74,4.0,6,lower_educated,1,Democrats '66,5,7,7,5,4,88,6,4,6,6,6,6
17820,Female,80,3.0,6,lower_educated,2,Not applicable*,0,0,0,0,0,88,88,5,8,5,5,5
17821,Female,44,14.0,1,highly_educated,1,Don't know*,7,7,9,6,6,7,8,8,8,7,8,7
17822,Female,45,10.0,1,mid_educated,1,JA21,5,4,7,4,5,5,7,8,9,9,8,7
17823,Male,71,13.0,6,highly_educated,1,Labour Party,6,8,7,6,7,7,8,8,7,7,8,7
17824,Female,23,17.0,1,highly_educated,1,Party for the Animals,6,5,6,4,4,6,7,2,4,4,7,7
17825,Male,65,14.0,1,highly_educated,1,Christian Union,5,7,8,4,4,4,4,5,6,8,10,10
17826,Male,67,17.0,6,highly_educated,1,Labour Party,5,7,7,6,5,5,6,8,7,6,9,9
17827,Male,22,12.0,1,highly_educated,1,Party for the Animals,5,7,7,6,5,6,6,5,6,4,6,6
17828,Female,52,17.0,88,highly_educated,1,Refusal*,8,8,6,6,4,7,7,7,6,3,6,8
17829,Male,61,3.0,1,lower_educated,1,Labour Party,6,7,7,7,6,5,7,7,7,7,7,6
17830,Female,80,9.0,8,mid_educated,1,People's Party for Freedom and Democracy,6,6,7,7,7,7,6,7,7,5,8,7
17831,Male,40,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,8,9,9,5,6,8,6,8,8,6,8,7
17832,Male,81,16.0,6,highly_educated,1,Democrats '66,6,9,7,5,5,4,6,8,8,7,8,7
17833,Male,42,10.0,1,mid_educated,1,Don't know*,6,8,9,7,7,7,7,7,7,6,7,6
17834,Female,50,14.0,1,highly_educated,1,Socialist Party,5,5,6,4,5,5,5,5,6,4,7,6
17835,Female,54,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,6,9,7,7,5,8,7,7,3,8,8
17836,Male,65,17.0,1,highly_educated,1,Democrats '66,4,8,5,1,2,3,5,7,7,7,6,6
17837,Female,38,11.0,99,mid_educated,1,Democrats '66,3,1,5,2,3,3,7,3,5,2,8,6
17838,Male,76,16.0,6,highly_educated,1,Labour Party,7,9,9,7,7,7,7,8,8,7,8,8
17839,Female,17,4.0,2,lower_educated,3,Not applicable*,7,7,7,6,6,7,6,4,7,5,6,6
17840,Female,28,10.0,1,mid_educated,1,Green Left,6,6,6,6,5,6,5,6,6,4,4,4
17841,Male,53,13.0,1,highly_educated,1,Reformed Political Party,7,9,9,6,6,4,6,4,7,5,8,3
17842,Female,86,6.0,6,mid_educated,1,Refusal*,2,4,88,3,4,2,4,8,7,7,7,5
17843,Female,34,17.0,1,highly_educated,1,Green Left,9,9,8,8,8,8,8,7,6,6,7,8
17844,Male,54,5.0,1,lower_educated,2,Not applicable*,4,4,5,5,4,3,6,5,5,3,3,3
17845,Female,77,10.0,6,mid_educated,1,Party for the Animals,0,5,4,4,4,1,6,5,7,8,5,4
17846,Female,77,3.0,8,lower_educated,1,Christian Democratic Appeal,5,2,5,4,4,3,88,5,7,3,8,5
17847,Female,34,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,7,9,7,6,7,8,8,8,7,3,5
17848,Female,56,9.0,1,mid_educated,1,People's Party for Freedom and Democracy,2,5,6,7,6,7,5,4,5,6,10,8
17849,Male,38,17.0,1,highly_educated,1,BoerBurgerBeweging,4,7,2,2,4,1,2,8,7,4,9,4
17850,Female,56,16.0,1,highly_educated,1,Democrats '66,7,7,7,6,6,6,88,8,7,6,9,7
17851,Female,35,9.0,77,mid_educated,1,Don't know*,4,7,8,4,4,5,5,7,8,8,7,5
17852,Male,47,6.0,1,mid_educated,1,Volt,4,8,7,2,3,8,6,6,6,4,8,10
17853,Female,24,14.0,4,highly_educated,1,JA21,3,5,8,4,5,4,7,9,8,5,6,2
17854,Female,63,9.0,1,mid_educated,1,Don't know*,4,5,5,4,4,4,5,5,5,4,5,4
17855,Female,30,10.0,8,mid_educated,2,Not applicable*,2,2,4,2,1,3,3,3,3,3,6,4
17856,Male,16,4.0,2,lower_educated,3,Not applicable*,7,7,5,6,6,8,6,6,6,5,6,7
17857,Female,20,14.0,2,highly_educated,1,Volt,5,88,6,88,88,88,88,5,7,6,7,4
17858,Male,20,7.0,9,mid_educated,2,Not applicable*,8,6,9,6,7,7,7,8,8,7,3,3
17859,Female,32,17.0,1,highly_educated,1,No answer*,7,7,9,7,7,8,7,7,9,4,5,5
17860,Male,60,1.0,1,lower_educated,1,BoerBurgerBeweging,4,4,5,1,1,1,2,7,7,6,8,3
17861,Male,36,18.0,1,highly_educated,2,Not applicable*,0,1,2,0,1,0,0,3,3,2,2,0
17862,Male,49,3.0,1,lower_educated,2,Not applicable*,0,0,0,0,0,0,0,6,7,7,1,0
17863,Female,46,14.0,1,highly_educated,1,BoerBurgerBeweging,1,7,8,3,3,1,8,3,4,2,2,3
17864,Male,35,3.0,3,lower_educated,2,Not applicable*,5,7,7,4,4,5,88,5,5,4,4,4
17865,Male,46,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,5,6,7,4,4,0,4,3,5,4,8,6
17866,Female,25,10.0,1,mid_educated,2,Not applicable*,88,6,6,5,5,5,88,3,4,5,7,6
17867,Female,40,14.0,1,highly_educated,1,Democrats '66,3,7,7,4,4,5,8,6,7,5,8,3
17868,Female,82,4.0,6,lower_educated,2,Not applicable*,8,8,6,6,88,88,8,5,8,7,6,5
17869,Male,54,17.0,1,highly_educated,3,Not applicable*,4,8,8,5,6,3,7,6,7,5,8,6
17870,Male,30,10.0,1,mid_educated,1,Green Left,6,8,4,4,6,6,8,7,7,4,7,7
17871,Female,71,10.0,6,mid_educated,2,Not applicable*,3,6,8,1,1,4,6,3,7,4,7,5
17872,Female,42,16.0,8,highly_educated,2,Not applicable*,8,8,9,6,7,8,9,4,4,3,3,8
17873,Female,90,13.0,6,highly_educated,2,Not applicable*,6,5,3,6,4,88,88,5,0,0,6,2
17874,Male,72,13.0,1,highly_educated,2,Not applicable*,4,3,5,2,4,1,1,6,6,1,8,0
17875,Male,52,17.0,3,highly_educated,1,Democrats '66,8,9,9,6,6,7,8,7,7,5,8,7
17876,Female,68,9.0,6,mid_educated,1,Party for the Animals,6,7,7,4,4,5,5,4,5,6,7,6
17877,Female,65,9.0,1,mid_educated,2,Not applicable*,2,4,5,2,3,4,0,5,5,5,5,5
17878,Male,53,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,6,6,5,8,8,7,7,8,7
17879,Male,49,15.0,1,highly_educated,1,Party for the Animals,5,6,7,4,6,3,4,7,7,6,2,2
17880,Female,43,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,8,7,6,6,6,6,2,4,5,9,9
17881,Male,84,10.0,6,mid_educated,1,Party for the Animals,8,9,9,8,8,8,8,8,8,8,7,7
17882,Male,18,7.0,1,mid_educated,3,Not applicable*,3,7,6,3,3,4,5,6,7,4,2,1
17883,Male,48,4.0,5,lower_educated,1,Democrats '66,8,8,8,6,6,6,6,8,9,7,10,8
17884,Female,20,10.0,1,mid_educated,1,Don't know*,5,3,8,6,3,8,8,7,9,4,8,4
17885,Female,83,4.0,6,lower_educated,1,People's Party for Freedom and Democracy,7,5,6,6,6,5,6,7,7,8,8,3
17886,Male,72,9.0,6,mid_educated,2,Not applicable*,4,7,8,1,3,0,2,2,6,5,10,3
17887,Male,50,16.0,4,highly_educated,3,Not applicable*,7,7,9,7,8,6,3,1,1,1,8,3
17888,Female,24,7.0,2,mid_educated,1,Green Left,8,8,8,6,7,9,9,7,6,7,6,4
17889,Male,64,5.0,8,lower_educated,1,People's Party for Freedom and Democracy,6,6,8,6,6,6,7,4,4,5,7,7
17890,Male,45,16.0,1,highly_educated,1,Reformed Political Party,4,8,9,6,8,6,8,8,8,7,7,2
17891,Male,89,16.0,6,highly_educated,1,Green Left,2,8,7,2,2,4,6,7,7,9,8,8
17892,Female,79,2.0,8,lower_educated,2,Not applicable*,0,3,3,88,88,88,88,3,3,3,0,0
17893,Female,25,17.0,1,highly_educated,1,Democrats '66,5,6,6,7,6,7,7,7,7,3,6,5
17894,Male,15,2.0,2,lower_educated,3,Not applicable*,8,6,8,7,7,7,8,7,7,5,6,7
17895,Male,52,17.0,1,highly_educated,1,Democrats '66,6,8,9,6,6,7,6,7,8,7,8,7
17896,Female,58,15.0,1,highly_educated,3,Not applicable*,6,7,7,6,6,6,7,7,6,7,5,6
17897,Male,39,3.0,1,lower_educated,2,Not applicable*,10,10,10,10,10,10,10,0,2,2,10,10
17898,Female,39,14.0,1,highly_educated,1,Don't know*,2,3,5,3,2,1,1,6,6,6,6,5
17899,Male,69,10.0,6,mid_educated,1,Socialist Party,6,7,7,5,6,5,7,8,8,7,10,6
17900,Male,20,12.0,2,highly_educated,3,Not applicable*,5,7,10,4,5,5,10,9,10,6,10,5
17901,Female,18,6.0,2,mid_educated,3,Not applicable*,5,7,8,5,5,6,7,5,3,5,8,8
17902,Female,31,10.0,1,mid_educated,1,Party for the Animals,5,6,5,4,4,88,88,0,4,3,0,0
17903,Male,62,4.0,1,lower_educated,1,People's Party for Freedom and Democracy,7,7,8,7,7,5,6,7,6,7,8,6
17904,Male,39,16.0,1,highly_educated,1,Green Left,8,8,7,7,7,6,6,10,10,7,7,6
17905,Female,23,10.0,2,mid_educated,1,People's Party for Freedom and Democracy,4,5,7,5,4,5,6,5,7,4,5,3
17906,Female,65,3.0,9,lower_educated,1,BoerBurgerBeweging,5,5,5,3,3,1,6,8,5,3,10,0
17907,Female,68,4.0,6,lower_educated,1,Christian Democratic Appeal,6,8,8,7,7,7,7,8,8,8,7,6
17908,Female,44,15.0,1,highly_educated,1,Party for the Animals,5,8,8,5,5,7,8,8,7,5,8,8
17909,Male,67,10.0,6,mid_educated,1,Christian Democratic Appeal,6,7,7,6,6,5,7,8,7,7,9,8
17910,Male,83,3.0,6,lower_educated,1,Christian Democratic Appeal,5,8,8,6,7,7,5,7,9,8,8,8
17911,Female,63,6.0,5,mid_educated,1,Democrats '66,1,8,8,2,1,88,88,2,8,2,8,2
17912,Male,49,17.0,1,highly_educated,1,Christian Democratic Appeal,8,9,10,6,8,8,8,8,8,6,9,8
17913,Male,71,9.0,5,mid_educated,2,Not applicable*,3,7,7,2,2,1,5,10,8,7,6,5
17914,Female,38,10.0,1,mid_educated,2,Not applicable*,6,5,7,6,5,5,5,7,7,8,7,6
17915,Male,27,15.0,1,highly_educated,1,Green Left,8,9,6,6,6,7,7,8,4,3,3,8
17916,Male,74,14.0,6,highly_educated,2,Not applicable*,4,7,6,4,3,4,4,7,5,5,4,6
17917,Male,32,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,7,7,7,6,6,8,8,5,8,6
17918,Male,72,17.0,6,highly_educated,1,Christian Democratic Appeal,5,8,8,5,4,6,6,8,8,6,4,6
17919,Female,63,4.0,4,lower_educated,1,Socialist Party,0,1,88,0,0,1,0,2,1,1,2,4
17920,Female,37,6.0,1,mid_educated,3,Not applicable*,8,5,6,8,8,7,6,7,7,3,5,1
17921,Female,30,17.0,1,highly_educated,2,Not applicable*,5,7,7,5,5,5,6,7,5,6,7,7
17922,Female,62,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,8,8,4,4,4,6,8,8,5,7,4
17923,Male,28,17.0,1,highly_educated,1,Volt,8,10,7,7,7,8,8,8,6,7,7,7
17924,Male,64,17.0,1,highly_educated,1,Democrats '66,7,8,8,6,6,7,7,7,7,7,7,7
17925,Male,51,3.0,5,lower_educated,1,Party for Freedom,2,5,5,5,3,3,0,3,5,3,5,3
17926,Female,51,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,7,8,6,6,6,7,8,9,7,8,7
17927,Female,55,3.0,8,lower_educated,1,Party for the Animals,2,6,4,2,2,1,4,2,5,7,5,8
17928,Female,37,4.0,1,lower_educated,1,Democrats '66,2,8,4,0,0,88,88,1,1,2,7,6
17929,Female,78,4.0,6,lower_educated,1,Democrats '66,6,6,7,6,6,6,6,7,5,6,7,5
17930,Female,79,4.0,6,lower_educated,1,Democrats '66,5,5,5,5,5,5,7,6,6,6,8,5
17931,Female,25,7.0,1,mid_educated,3,Not applicable*,5,7,9,5,5,7,7,7,7,8,7,6
17932,Female,73,18.0,9,highly_educated,1,Democrats '66,7,8,8,6,7,8,8,7,7,8,8,9
17933,Female,39,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,7,5,5,5,7,8,7,7,5,9,8
17934,Male,49,3.0,1,lower_educated,1,Reformed Political Party,3,5,5,1,3,0,0,2,7,7,8,5
17935,Female,35,17.0,1,highly_educated,1,Democrats '66,7,8,6,7,7,6,8,9,8,3,9,8
17936,Male,56,16.0,1,highly_educated,1,Democrats '66,5,7,8,5,5,5,6,8,7,4,8,6
17937,Female,25,17.0,3,highly_educated,1,People's Party for Freedom and Democracy,7,8,9,7,7,8,8,8,8,7,9,8
17938,Male,58,10.0,1,mid_educated,1,Party for the Animals,5,8,5,2,5,5,5,9,9,6,0,8
17939,Male,62,4.0,1,lower_educated,1,JA21,4,6,8,4,4,3,4,7,7,6,8,8
17940,Female,49,6.0,1,mid_educated,1,Forum for Democracy,0,0,2,1,1,0,88,7,9,5,0,0
17941,Female,66,17.0,1,highly_educated,1,Labour Party,5,7,7,6,6,5,7,7,7,8,8,8
17942,Male,69,5.0,6,lower_educated,1,Volt,2,4,6,4,4,4,4,8,7,7,9,7
17943,Female,59,4.0,8,lower_educated,1,Refusal*,2,4,5,2,3,3,5,3,4,3,9,8
17944,Female,33,10.0,1,mid_educated,7,Not applicable*,77,6,88,88,77,77,77,5,3,7,7,5
17945,Male,49,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,3,3,8,6,6,6,7,6,6,4,9,9
17946,Male,50,4.0,1,lower_educated,1,50PLUS,4,6,7,3,4,4,6,8,7,7,8,8
17947,Female,64,16.0,6,highly_educated,1,People's Party for Freedom and Democracy,7,9,9,6,6,7,7,8,7,7,7,8
17948,Male,76,4.0,6,lower_educated,1,Christian Democratic Appeal,6,6,7,5,5,5,6,6,7,7,8,7
17949,Male,63,17.0,9,highly_educated,2,Not applicable*,2,0,6,2,2,0,0,7,7,6,6,4
17950,Female,26,14.0,1,highly_educated,1,Don't know*,6,6,8,6,5,5,88,6,8,2,7,6
17951,Male,79,3.0,6,lower_educated,2,Not applicable*,5,5,7,0,0,0,0,5,7,5,9,3
17952,Male,52,10.0,1,mid_educated,1,Party for Freedom,4,7,9,5,3,3,6,7,8,7,8,6
17953,Female,90,7.0,6,mid_educated,1,People's Party for Freedom and Democracy,1,8,8,3,6,7,7,7,6,7,7,7
17954,Male,28,14.0,1,highly_educated,1,Refusal*,3,8,8,5,3,2,2,6,7,3,7,6
17955,Male,42,14.0,1,highly_educated,1,Democrats '66,7,8,8,7,7,6,8,8,8,7,8,7
17956,Male,48,4.0,1,lower_educated,1,Labour Party,8,8,9,8,8,7,7,8,8,7,8,7
17957,Male,52,9.0,1,mid_educated,1,Socialist Party,3,6,6,4,4,88,88,4,4,4,7,4
17958,Male,30,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,6,7,4,4,3,5,5,7,6,6,3
17959,Female,24,9.0,1,mid_educated,1,Green Left,7,7,8,6,6,6,7,4,5,5,5,7
17960,Female,77,13.0,6,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,6,6,6,8,7,7,7,9,8
17961,Female,31,14.0,1,highly_educated,1,Volt,7,8,8,6,6,7,88,8,7,7,8,7
17962,Male,77,16.0,6,highly_educated,1,Labour Party,7,9,8,7,7,6,5,7,7,6,9,8
17963,Male,21,4.0,1,lower_educated,1,Artikel1/Bij1,4,8,4,2,6,6,88,7,7,2,0,3
17964,Female,80,3.0,8,lower_educated,1,Labour Party,5,6,6,6,5,7,6,7,7,6,8,7
17965,Male,51,10.0,1,mid_educated,1,Christian Union,7,7,8,7,6,7,7,8,6,7,8,7
17966,Male,58,14.0,1,highly_educated,1,JA21,5,6,7,5,4,2,5,6,7,6,7,3
17967,Female,48,17.0,1,highly_educated,1,Democrats '66,7,8,8,6,7,7,8,8,7,8,8,8
17968,Female,26,14.0,1,highly_educated,1,Don't know*,88,88,8,4,4,88,88,7,7,6,4,8
17969,Female,58,5.0,8,lower_educated,1,Other,4,5,6,2,2,88,88,6,6,6,7,7
17970,Female,17,4.0,2,lower_educated,3,Not applicable*,6,7,5,7,7,7,6,7,5,7,7,6
17971,Female,32,16.0,1,highly_educated,1,Volt,6,7,8,6,6,5,6,8,8,6,9,7
17972,Male,66,9.0,6,mid_educated,1,People's Party for Freedom and Democracy,4,6,9,6,6,5,8,9,8,7,6,5
17973,Female,34,18.0,1,highly_educated,1,Democrats '66,7,8,9,6,6,6,7,6,7,7,8,8
17974,Male,60,3.0,5,lower_educated,2,Not applicable*,0,5,4,2,3,0,2,4,0,5,0,0
17975,Male,60,14.0,1,highly_educated,1,Party for the Animals,7,8,7,6,6,5,7,7,8,6,4,3
17976,Male,38,17.0,1,highly_educated,1,Reformed Political Party,4,9,9,5,5,2,7,7,8,4,8,3
17977,Male,56,9.0,6,mid_educated,1,Christian Democratic Appeal,5,6,4,2,2,4,8,3,5,3,1,6
17978,Female,59,10.0,1,mid_educated,2,Not applicable*,4,7,7,2,2,2,5,8,8,8,8,5
17979,Female,58,13.0,1,highly_educated,3,Not applicable*,2,2,6,1,2,1,7,7,8,5,9,7
17980,Female,43,10.0,1,mid_educated,1,Christian Democratic Appeal,6,5,8,6,6,7,7,7,7,7,8,7
17981,Male,68,14.0,6,highly_educated,1,Party for Freedom,3,3,4,2,2,1,4,2,7,7,8,6
17982,Female,61,14.0,8,highly_educated,1,Democrats '66,6,9,9,7,6,88,88,8,8,7,9,8
17983,Male,51,2.0,9,lower_educated,2,Not applicable*,10,10,10,10,10,10,10,5,5,8,9,9
17984,Female,47,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,88,6,5,5,5,5,5,5,5,7,7,7
17985,Female,54,9.0,8,mid_educated,1,Party for Freedom,6,5,6,4,4,5,88,7,7,8,7,4
17986,Female,46,10.0,9,mid_educated,1,Democrats '66,2,7,8,1,1,1,2,7,7,6,3,3
17987,Male,52,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,8,8,5,6,6,8,6,6,4,7,5
17988,Male,33,12.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,6,8,5,5,6,8,7,7,7,7,9
17989,Female,22,15.0,2,highly_educated,1,Democrats '66,7,8,8,6,7,7,8,5,7,5,8,4
17990,Female,41,18.0,1,highly_educated,1,Party for the Animals,5,7,7,6,6,4,3,7,7,6,7,5
17991,Male,26,14.0,1,highly_educated,2,Not applicable*,4,6,7,4,5,6,7,7,6,5,7,6
17992,Female,65,16.0,1,highly_educated,1,Labour Party,7,9,9,7,7,7,7,4,5,5,9,8
17993,Female,63,16.0,1,highly_educated,1,Refusal*,5,8,7,4,6,7,8,8,7,5,6,6
17994,Male,43,17.0,1,highly_educated,1,Labour Party,7,8,7,7,7,8,6,8,8,7,6,9
17995,Male,46,9.0,1,mid_educated,1,People's Party for Freedom and Democracy,5,3,5,3,3,3,5,5,4,3,8,6
17996,Male,40,6.0,1,mid_educated,1,Refusal*,7,7,10,6,6,4,4,5,5,3,8,2
